,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR,knn,rfc,log,gb,sgd,lda,svc,mlp,result
31054,2.0,7.0,6.0,5.0,7.0,13.0,1.0,3.0,0.0,0.0,1,0,0,0,0,0,0,0,1
31055,3.0,6.0,3.0,10.0,11.0,9.0,2.0,2.0,0.0,0.0,0,0,0,0,2,0,0,0,0
31056,7.0,2.0,4.0,5.0,17.0,12.0,3.0,4.0,0.0,0.0,1,0,2,2,2,2,2,2,1
31057,2.0,3.0,4.0,5.0,13.0,12.0,2.0,3.0,0.0,0.0,1,0,1,2,2,1,2,2,1
31058,1.0,3.0,2.0,6.0,2.0,3.0,0.0,0.0,0.0,0.0,0,0,0,2,2,0,0,2,0
31059,1.0,5.0,3.0,6.0,9.0,9.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1
31060,9.0,6.0,13.0,2.0,14.0,9.0,3.0,0.0,0.0,0.0,1,0,0,2,2,2,0,0,1
31061,7.0,6.0,4.0,3.0,20.0,10.0,2.0,2.0,0.0,0.0,2,0,2,2,2,2,2,2,2
31062,6.0,6.0,5.0,6.0,7.0,10.0,0.0,1.0,1.0,0.0,2,0,0,0,0,0,0,0,2
31063,10.0,4.0,5.0,4.0,8.0,14.0,0.0,3.0,0.0,0.0,2,0,2,2,2,2,2,2,2
31064,6.0,0.0,8.0,5.0,6.0,12.0,1.0,1.0,0.0,0.0,2,0,2,2,2,2,2,2,2
31065,3.0,4.0,7.0,6.0,12.0,13.0,1.0,3.0,0.0,1.0,0,0,2,2,2,2,2,2,0
31066,8.0,2.0,13.0,1.0,7.0,9.0,0.0,2.0,0.0,0.0,1,0,2,2,2,2,2,2,1
31067,6.0,1.0,6.0,4.0,10.0,13.0,1.0,1.0,0.0,0.0,2,0,2,2,2,2,2,2,2
31068,4.0,8.0,5.0,8.0,14.0,10.0,2.0,2.0,0.0,0.0,1,0,0,0,0,0,0,0,1
31069,3.0,2.0,4.0,6.0,15.0,10.0,4.0,1.0,0.0,0.0,0,0,2,0,2,1,2,2,0
31070,14.0,1.0,8.0,4.0,11.0,10.0,1.0,2.0,0.0,0.0,2,0,2,2,2,2,2,2,2
31071,3.0,1.0,3.0,1.0,14.0,20.0,0.0,4.0,0.0,0.0,1,0,2,2,2,2,2,2,1
31072,5.0,4.0,8.0,3.0,6.0,13.0,1.0,0.0,0.0,0.0,1,0,0,2,0,2,0,0,1
31073,1.0,4.0,7.0,4.0,10.0,15.0,2.0,4.0,0.0,0.0,1,0,0,0,0,0,0,0,1
31074,3.0,8.0,2.0,8.0,16.0,15.0,2.0,3.0,0.0,0.0,2,0,0,0,0,0,0,0,2
31075,2.0,6.0,5.0,7.0,16.0,8.0,2.0,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0
31076,4.0,7.0,8.0,8.0,10.0,8.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0,0,2
31077,7.0,1.0,3.0,2.0,9.0,13.0,1.0,3.0,0.0,0.0,2,0,2,2,2,2,2,2,2
31078,5.0,2.0,7.0,2.0,15.0,16.0,2.0,1.0,0.0,0.0,1,0,2,2,2,2,2,2,1
31079,3.0,2.0,6.0,2.0,10.0,13.0,2.0,5.0,0.0,0.0,2,0,1,2,2,2,2,2,2
31080,6.0,5.0,5.0,7.0,7.0,17.0,3.0,2.0,0.0,0.0,2,0,2,2,2,0,2,2,2
31081,3.0,2.0,10.0,3.0,11.0,10.0,3.0,3.0,0.0,0.0,1,0,1,1,1,1,0,0,1
31082,6.0,10.0,3.0,3.0,15.0,5.0,1.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0
31083,11.0,1.0,19.0,1.0,12.0,9.0,1.0,3.0,1.0,0.0,1,0,2,0,2,2,1,2,1
31084,3.0,3.0,4.0,7.0,3.0,5.0,1.0,1.0,0.0,0.0,2,0,2,2,2,2,2,2,2
31085,1.0,7.0,0.0,8.0,9.0,13.0,4.0,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0
31086,5.0,1.0,8.0,1.0,11.0,20.0,3.0,4.0,0.0,0.0,1,0,1,2,2,2,2,2,1
31087,0.0,2.0,7.0,2.0,13.0,8.0,1.0,2.0,0.0,0.0,2,0,0,2,0,1,0,0,2
31088,1.0,8.0,1.0,7.0,17.0,10.0,4.0,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0
31089,6.0,3.0,8.0,8.0,15.0,12.0,2.0,3.0,0.0,0.0,2,0,2,2,2,2,2,2,2
31090,1.0,7.0,7.0,3.0,13.0,16.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
31091,4.0,6.0,6.0,4.0,7.0,14.0,2.0,0.0,0.0,0.0,2,0,0,0,0,0,0,0,2
31092,7.0,4.0,12.0,2.0,14.0,17.0,3.0,2.0,0.0,1.0,0,0,2,2,2,2,2,2,0
31093,7.0,5.0,4.0,7.0,11.0,12.0,1.0,2.0,0.0,0.0,2,0,2,2,2,2,2,2,2
31094,9.0,0.0,4.0,2.0,5.0,16.0,0.0,3.0,0.0,0.0,2,0,2,2,2,2,2,2,2
31095,7.0,3.0,8.0,2.0,7.0,15.0,1.0,3.0,0.0,0.0,1,0,2,2,2,2,2,2,1
31096,2.0,4.0,6.0,4.0,11.0,10.0,4.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0,1
31097,2.0,3.0,7.0,2.0,11.0,17.0,1.0,2.0,0.0,0.0,1,0,0,2,0,1,0,0,1
31098,2.0,7.0,1.0,10.0,13.0,15.0,0.0,5.0,0.0,0.0,2,0,0,0,2,0,0,0,2
31099,2.0,5.0,5.0,6.0,8.0,8.0,0.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0
31100,17.0,8.0,6.0,3.0,14.0,10.0,1.0,2.0,0.0,0.0,2,0,2,2,2,2,2,2,2
31101,1.0,3.0,2.0,0.0,9.0,16.0,0.0,2.0,0.0,0.0,0,0,0,2,0,2,0,0,0
31102,2.0,4.0,2.0,7.0,12.0,15.0,1.0,2.0,0.0,0.0,0,0,1,0,2,0,2,2,0
31103,6.0,3.0,10.0,3.0,13.0,12.0,4.0,2.0,0.0,0.0,1,0,1,2,2,2,2,2,1
31104,5.0,1.0,10.0,4.0,14.0,11.0,3.0,3.0,0.0,0.0,1,0,2,2,2,2,2,2,1
31105,0.0,2.0,1.0,8.0,8.0,11.0,1.0,1.0,0.0,0.0,1,0,1,2,2,0,2,2,1
31106,6.0,2.0,3.0,4.0,17.0,10.0,3.0,2.0,0.0,0.0,0,0,2,2,2,2,2,2,0
31107,4.0,7.0,2.0,8.0,9.0,8.0,1.0,0.0,1.0,0.0,2,0,0,0,0,0,0,0,2
31108,6.0,3.0,4.0,5.0,13.0,16.0,3.0,2.0,0.0,1.0,2,0,2,2,2,2,2,2,2
31109,3.0,2.0,4.0,6.0,12.0,18.0,2.0,3.0,0.0,0.0,2,0,2,2,2,2,2,2,2
31110,1.0,3.0,2.0,3.0,13.0,10.0,2.0,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0
31111,6.0,2.0,4.0,3.0,12.0,12.0,0.0,0.0,0.0,0.0,2,0,2,2,2,2,2,2,2
31112,5.0,5.0,5.0,8.0,5.0,15.0,2.0,3.0,0.0,0.0,0,0,2,2,2,2,2,2,0
31113,5.0,6.0,3.0,8.0,13.0,16.0,2.0,1.0,0.0,0.0,2,0,2,0,2,0,2,2,2
31114,4.0,2.0,2.0,6.0,7.0,10.0,3.0,2.0,0.0,0.0,1,0,2,2,2,2,2,2,1
31115,3.0,2.0,2.0,3.0,15.0,12.0,4.0,4.0,0.0,0.0,1,0,2,1,2,1,2,2,1
31116,7.0,1.0,9.0,4.0,5.0,9.0,1.0,3.0,0.0,0.0,2,0,2,2,2,2,2,2,2
31117,9.0,4.0,10.0,6.0,12.0,24.0,4.0,5.0,0.0,0.0,2,0,2,2,2,2,2,2,2
31118,3.0,3.0,3.0,10.0,12.0,13.0,3.0,5.0,0.0,0.0,2,0,2,1,2,1,2,2,2
31119,8.0,2.0,8.0,4.0,16.0,16.0,3.0,1.0,0.0,0.0,1,0,2,2,2,2,2,2,1
31120,7.0,1.0,5.0,2.0,11.0,15.0,0.0,2.0,0.0,0.0,2,0,2,2,2,2,2,2,2
31121,2.0,1.0,3.0,3.0,24.0,14.0,3.0,0.0,1.0,0.0,0,0,1,0,1,0,1,0,0
31122,4.0,3.0,4.0,9.0,11.0,13.0,3.0,1.0,0.0,0.0,2,0,2,2,2,1,2,2,2
31123,5.0,4.0,9.0,2.0,14.0,9.0,2.0,3.0,2.0,0.0,0,0,0,0,0,0,0,0,0
31124,4.0,4.0,4.0,9.0,7.0,13.0,3.0,2.0,0.0,0.0,2,0,2,2,2,0,2,2,2
31125,6.0,5.0,3.0,4.0,8.0,12.0,3.0,1.0,0.0,0.0,2,0,2,2,2,0,2,2,2
31126,15.0,0.0,5.0,0.0,11.0,17.0,0.0,4.0,0.0,0.0,2,0,2,2,2,2,2,2,2
31127,3.0,5.0,3.0,4.0,12.0,8.0,2.0,1.0,0.0,1.0,2,0,2,2,2,2,2,2,2
31128,3.0,10.0,3.0,2.0,10.0,11.0,3.0,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0
31129,8.0,3.0,4.0,9.0,9.0,17.0,2.0,2.0,0.0,0.0,2,0,2,2,2,2,2,2,2
31130,6.0,2.0,6.0,3.0,13.0,11.0,2.0,3.0,0.0,0.0,1,0,2,2,2,2,2,2,1
31131,4.0,2.0,13.0,7.0,6.0,11.0,1.0,1.0,0.0,0.0,2,0,1,2,1,2,2,2,2
31132,6.0,5.0,7.0,7.0,9.0,6.0,0.0,0.0,0.0,0.0,2,0,2,2,2,2,2,2,2
31133,7.0,4.0,4.0,11.0,14.0,18.0,2.0,2.0,0.0,0.0,2,0,2,2,2,2,2,2,2
31134,6.0,6.0,4.0,7.0,16.0,14.0,2.0,4.0,0.0,0.0,1,0,2,2,2,0,2,2,1
31135,6.0,4.0,3.0,11.0,10.0,7.0,2.0,1.0,0.0,0.0,2,0,2,2,2,2,2,2,2
31136,5.0,2.0,7.0,4.0,10.0,8.0,1.0,2.0,0.0,0.0,2,0,2,2,2,2,2,2,2
31137,6.0,4.0,2.0,4.0,11.0,16.0,2.0,2.0,0.0,0.0,2,0,2,2,2,2,2,2,2
31138,2.0,1.0,3.0,1.0,6.0,10.0,2.0,4.0,0.0,0.0,2,0,1,2,2,2,2,2,2
31139,3.0,3.0,11.0,4.0,7.0,8.0,2.0,0.0,0.0,0.0,1,0,0,2,0,1,0,0,1
31140,5.0,4.0,3.0,8.0,19.0,17.0,3.0,3.0,0.0,0.0,2,0,2,2,2,1,2,2,2
31141,3.0,2.0,4.0,2.0,14.0,12.0,4.0,3.0,0.0,0.0,2,0,1,1,2,1,2,2,2
31142,3.0,4.0,4.0,11.0,5.0,15.0,0.0,3.0,0.0,0.0,2,0,2,2,2,2,2,2,2
31143,4.0,3.0,8.0,3.0,10.0,10.0,1.0,1.0,1.0,0.0,2,0,0,0,0,2,0,0,2
31144,3.0,6.0,1.0,8.0,16.0,10.0,2.0,2.0,0.0,0.0,0,0,0,0,2,0,2,2,0
31145,7.0,2.0,5.0,2.0,16.0,20.0,1.0,2.0,0.0,0.0,2,0,2,2,2,2,2,2,2
31146,3.0,4.0,5.0,2.0,11.0,14.0,1.0,0.0,0.0,0.0,0,0,0,2,0,0,0,0,0
31147,3.0,4.0,3.0,11.0,9.0,10.0,1.0,2.0,1.0,0.0,1,0,0,0,2,0,1,2,1
31148,3.0,6.0,5.0,5.0,15.0,10.0,3.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0
31149,9.0,5.0,5.0,5.0,6.0,14.0,0.0,2.0,0.0,0.0,2,0,2,2,2,2,2,2,2
31150,4.0,4.0,0.0,11.0,8.0,8.0,0.0,0.0,0.0,0.0,2,0,2,2,2,2,2,2,2
31151,7.0,2.0,6.0,1.0,12.0,15.0,0.0,2.0,0.0,0.0,2,0,2,2,2,2,2,2,2
31152,2.0,6.0,5.0,3.0,12.0,15.0,2.0,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0
31153,4.0,2.0,3.0,8.0,10.0,11.0,1.0,0.0,0.0,0.0,2,0,2,2,2,2,2,2,2
31154,7.0,8.0,9.0,9.0,9.0,12.0,2.0,6.0,0.0,1.0,1,0,2,2,2,2,2,2,1
31155,4.0,4.0,4.0,11.0,10.0,9.0,1.0,2.0,0.0,0.0,2,0,2,2,2,2,2,2,2
31156,1.0,5.0,2.0,3.0,9.0,13.0,3.0,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0
31157,6.0,5.0,10.0,6.0,13.0,9.0,2.0,4.0,0.0,0.0,2,0,1,2,2,2,2,2,2
31158,5.0,8.0,7.0,4.0,6.0,12.0,0.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0
31159,5.0,1.0,8.0,1.0,9.0,13.0,4.0,2.0,0.0,0.0,2,0,1,2,2,2,2,2,2
31160,9.0,2.0,11.0,2.0,10.0,11.0,1.0,2.0,0.0,0.0,2,0,2,2,2,2,2,2,2
31161,1.0,4.0,1.0,6.0,13.0,9.0,3.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0
31162,11.0,1.0,6.0,5.0,11.0,7.0,2.0,1.0,0.0,0.0,2,0,2,2,2,2,2,2,2
31163,4.0,2.0,7.0,3.0,17.0,18.0,6.0,5.0,0.0,0.0,2,0,1,1,1,1,2,2,2
31164,4.0,3.0,5.0,5.0,13.0,14.0,1.0,1.0,0.0,0.0,2,0,2,2,2,2,2,2,2
31165,3.0,6.0,4.0,7.0,11.0,14.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
31166,2.0,3.0,3.0,4.0,14.0,7.0,3.0,0.0,0.0,0.0,0,0,0,0,2,0,0,0,0
31167,9.0,4.0,5.0,5.0,6.0,9.0,1.0,1.0,0.0,0.0,2,0,2,2,2,2,2,2,2
31168,7.0,7.0,8.0,4.0,10.0,12.0,0.0,0.0,0.0,0.0,0,0,0,2,0,2,0,0,0
31169,3.0,4.0,7.0,3.0,18.0,17.0,2.0,4.0,0.0,0.0,1,0,0,1,0,1,0,0,1
31170,6.0,2.0,8.0,2.0,9.0,6.0,0.0,1.0,0.0,0.0,2,0,2,2,2,2,2,2,2
31171,2.0,5.0,2.0,10.0,7.0,16.0,1.0,4.0,1.0,0.0,0,0,0,0,0,0,0,0,0
31172,4.0,7.0,5.0,5.0,10.0,13.0,2.0,2.0,0.0,0.0,1,0,0,0,0,0,0,0,1
31173,6.0,3.0,6.0,2.0,10.0,8.0,1.0,1.0,0.0,0.0,2,0,2,2,2,2,2,2,2
31174,7.0,2.0,8.0,3.0,12.0,10.0,3.0,2.0,0.0,0.0,2,0,2,2,2,2,2,2,2
31175,4.0,5.0,7.0,7.0,11.0,8.0,5.0,3.0,0.0,0.0,2,0,0,0,0,0,0,0,2
31176,1.0,2.0,4.0,6.0,12.0,12.0,2.0,1.0,0.0,0.0,2,0,1,2,2,1,2,2,2
31177,12.0,2.0,12.0,2.0,9.0,14.0,1.0,1.0,0.0,0.0,2,0,2,2,2,2,2,2,2
31178,1.0,3.0,8.0,3.0,13.0,17.0,1.0,3.0,1.0,0.0,0,0,0,0,0,0,0,0,0
31179,5.0,6.0,4.0,3.0,14.0,9.0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
31180,7.0,4.0,8.0,4.0,9.0,7.0,1.0,1.0,0.0,0.0,2,0,2,2,2,2,2,2,2
31181,2.0,6.0,0.0,3.0,11.0,6.0,3.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
31182,6.0,3.0,10.0,8.0,5.0,14.0,0.0,1.0,0.0,0.0,2,0,2,2,2,2,2,2,2
31183,3.0,3.0,8.0,8.0,11.0,11.0,4.0,3.0,1.0,0.0,2,0,0,0,0,0,0,0,2
31184,1.0,4.0,2.0,2.0,10.0,9.0,3.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1
31185,5.0,15.0,2.0,5.0,10.0,10.0,2.0,3.0,0.0,0.0,1,0,0,0,0,0,0,0,1
31186,5.0,6.0,7.0,9.0,5.0,4.0,0.0,0.0,0.0,0.0,2,0,0,2,2,2,2,2,2
31187,2.0,6.0,2.0,1.0,9.0,13.0,1.0,2.0,1.0,0.0,0,0,0,0,0,0,0,0,0
31188,6.0,4.0,4.0,7.0,10.0,12.0,3.0,3.0,1.0,0.0,1,0,2,0,2,0,1,2,1
31189,3.0,4.0,4.0,5.0,13.0,14.0,2.0,1.0,0.0,0.0,0,0,0,0,2,0,0,0,0
31190,5.0,2.0,7.0,6.0,10.0,15.0,1.0,2.0,0.0,0.0,2,0,2,2,2,2,2,2,2
31191,2.0,2.0,1.0,6.0,9.0,8.0,3.0,2.0,0.0,0.0,2,0,2,0,2,1,2,2,2
31192,3.0,5.0,2.0,7.0,14.0,14.0,1.0,2.0,0.0,0.0,2,0,0,0,2,0,2,2,2
31193,3.0,6.0,4.0,5.0,13.0,11.0,0.0,1.0,0.0,0.0,2,0,0,0,0,0,0,0,2
31194,2.0,3.0,3.0,5.0,8.0,9.0,1.0,0.0,0.0,0.0,0,0,0,2,2,0,2,2,0
31195,3.0,6.0,5.0,2.0,16.0,11.0,3.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0
31196,3.0,6.0,3.0,2.0,12.0,8.0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
31197,11.0,0.0,8.0,0.0,11.0,12.0,0.0,2.0,0.0,0.0,2,0,2,2,2,2,2,2,2
31198,5.0,1.0,3.0,1.0,15.0,15.0,3.0,1.0,0.0,0.0,1,0,2,2,2,2,2,2,1
31199,3.0,1.0,2.0,2.0,10.0,14.0,4.0,2.0,0.0,0.0,2,0,2,1,2,1,2,2,2
31200,4.0,5.0,3.0,6.0,17.0,7.0,2.0,2.0,0.0,0.0,2,0,2,0,2,0,2,2,2
31201,3.0,4.0,5.0,7.0,17.0,13.0,1.0,3.0,0.0,0.0,1,0,1,2,2,1,2,2,1
31202,5.0,3.0,9.0,4.0,6.0,16.0,1.0,1.0,0.0,0.0,1,0,1,2,2,2,2,2,1
31203,2.0,8.0,8.0,7.0,10.0,15.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0
31204,5.0,3.0,6.0,3.0,7.0,7.0,1.0,1.0,0.0,0.0,0,0,2,2,2,2,2,2,0
31205,7.0,2.0,5.0,4.0,10.0,7.0,2.0,4.0,0.0,0.0,1,0,2,2,2,2,2,2,1
31206,2.0,5.0,7.0,5.0,7.0,14.0,2.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0
31207,1.0,8.0,1.0,7.0,12.0,13.0,4.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1
31208,5.0,3.0,1.0,4.0,15.0,12.0,1.0,1.0,0.0,0.0,2,0,2,2,2,2,2,2,2
31209,8.0,7.0,10.0,4.0,12.0,11.0,1.0,3.0,1.0,0.0,2,0,0,0,0,0,0,0,2
31210,5.0,4.0,9.0,7.0,12.0,10.0,1.0,3.0,0.0,0.0,2,0,1,2,2,2,2,2,2
31211,7.0,2.0,7.0,2.0,8.0,10.0,0.0,1.0,0.0,0.0,2,0,2,2,2,2,2,2,2
31212,5.0,6.0,9.0,5.0,12.0,15.0,3.0,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0
31213,2.0,4.0,2.0,3.0,14.0,23.0,0.0,4.0,0.0,0.0,0,0,0,2,0,2,0,0,0
31214,3.0,5.0,10.0,2.0,4.0,8.0,1.0,0.0,0.0,0.0,2,0,0,0,0,0,0,0,2
31215,3.0,2.0,3.0,3.0,13.0,8.0,2.0,1.0,0.0,0.0,1,0,2,2,2,2,2,2,1
31216,3.0,5.0,4.0,2.0,12.0,13.0,2.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0,1
31217,1.0,3.0,2.0,12.0,9.0,13.0,2.0,1.0,0.0,0.0,1,0,1,2,2,0,2,2,1
31218,5.0,2.0,5.0,4.0,10.0,19.0,2.0,0.0,0.0,0.0,2,0,2,2,2,2,2,2,2
31219,6.0,2.0,7.0,1.0,20.0,16.0,1.0,4.0,0.0,0.0,1,0,2,2,2,2,2,2,1
31220,7.0,5.0,5.0,5.0,21.0,12.0,1.0,0.0,0.0,0.0,1,0,2,2,2,2,2,2,1
31221,1.0,4.0,2.0,4.0,11.0,14.0,3.0,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0
31222,6.0,5.0,10.0,13.0,14.0,8.0,1.0,1.0,0.0,0.0,2,0,2,2,2,2,2,2,2
31223,9.0,7.0,6.0,1.0,8.0,8.0,3.0,3.0,0.0,0.0,0,0,0,2,2,2,2,2,0
31224,10.0,8.0,4.0,8.0,14.0,4.0,3.0,1.0,0.0,0.0,2,0,2,2,2,0,2,2,2
31225,4.0,5.0,1.0,15.0,9.0,12.0,2.0,1.0,0.0,0.0,2,0,2,2,2,0,2,2,2
31226,7.0,4.0,3.0,2.0,12.0,15.0,0.0,2.0,0.0,0.0,0,0,2,2,2,2,2,2,0
31227,5.0,0.0,11.0,2.0,8.0,11.0,0.0,1.0,0.0,0.0,2,0,2,2,2,2,2,2,2
31228,7.0,7.0,3.0,6.0,12.0,10.0,5.0,0.0,0.0,1.0,2,0,2,2,2,0,2,2,2
31229,4.0,2.0,5.0,6.0,6.0,13.0,2.0,2.0,0.0,0.0,2,0,2,2,2,2,2,2,2
31230,1.0,9.0,10.0,3.0,12.0,13.0,2.0,4.0,0.0,0.0,0,0,0,0,0,0,0,0,0
31231,5.0,2.0,10.0,3.0,9.0,13.0,2.0,3.0,0.0,0.0,2,0,1,2,2,2,2,2,2
31232,7.0,4.0,3.0,8.0,12.0,9.0,3.0,1.0,0.0,1.0,2,0,2,2,2,2,2,2,2
31233,9.0,2.0,10.0,3.0,14.0,14.0,3.0,4.0,0.0,0.0,2,0,2,2,2,2,2,2,2
31234,11.0,3.0,5.0,1.0,10.0,12.0,1.0,0.0,0.0,0.0,2,0,2,2,2,2,2,2,2
31235,3.0,3.0,5.0,2.0,14.0,9.0,2.0,0.0,0.0,0.0,1,0,0,2,2,2,0,0,1
31236,4.0,1.0,5.0,5.0,10.0,14.0,1.0,3.0,0.0,0.0,2,0,2,2,2,2,2,2,2
31237,1.0,8.0,6.0,2.0,12.0,14.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
31238,4.0,3.0,7.0,5.0,7.0,14.0,3.0,2.0,0.0,0.0,1,0,1,2,2,1,2,2,1
31239,4.0,2.0,1.0,1.0,12.0,11.0,3.0,2.0,0.0,0.0,1,0,2,2,2,2,2,2,1
31240,4.0,1.0,7.0,3.0,7.0,14.0,2.0,2.0,0.0,0.0,2,0,2,2,2,2,2,2,2
31241,1.0,5.0,3.0,7.0,8.0,11.0,2.0,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0
31242,5.0,2.0,8.0,1.0,11.0,14.0,1.0,3.0,0.0,0.0,2,0,2,2,2,2,2,2,2
31243,3.0,4.0,4.0,2.0,13.0,15.0,3.0,1.0,0.0,0.0,2,0,0,0,0,0,0,0,2
31244,8.0,1.0,10.0,6.0,10.0,16.0,0.0,2.0,0.0,0.0,2,0,2,2,2,2,2,2,2
31245,1.0,3.0,6.0,3.0,8.0,13.0,1.0,1.0,0.0,1.0,1,0,0,2,2,2,0,0,1
31246,1.0,2.0,4.0,6.0,18.0,14.0,4.0,1.0,0.0,1.0,1,0,1,2,2,1,2,2,1
31247,4.0,4.0,8.0,6.0,12.0,5.0,2.0,0.0,0.0,0.0,2,0,0,2,2,0,2,2,2
31248,9.0,3.0,8.0,5.0,11.0,14.0,2.0,3.0,0.0,0.0,2,0,2,2,2,2,2,2,2
31249,7.0,7.0,5.0,12.0,8.0,5.0,0.0,0.0,0.0,0.0,2,0,2,2,2,2,2,2,2
31250,5.0,4.0,10.0,4.0,12.0,13.0,1.0,1.0,0.0,0.0,2,0,0,2,2,2,0,0,2
31251,7.0,3.0,9.0,3.0,8.0,15.0,1.0,2.0,0.0,0.0,2,0,2,2,2,2,2,2,2
31252,7.0,1.0,15.0,2.0,9.0,11.0,3.0,2.0,0.0,1.0,1,0,2,2,2,2,2,2,1
31253,8.0,2.0,6.0,1.0,16.0,20.0,1.0,2.0,0.0,0.0,2,0,2,2,2,2,2,2,2
31254,10.0,4.0,9.0,2.0,7.0,13.0,2.0,2.0,0.0,0.0,2,0,2,2,2,2,2,2,2
31255,4.0,11.0,6.0,5.0,16.0,9.0,3.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0
31256,1.0,4.0,5.0,5.0,8.0,12.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0
31257,3.0,7.0,6.0,4.0,11.0,4.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
31258,7.0,4.0,7.0,2.0,9.0,14.0,1.0,2.0,0.0,0.0,2,0,2,2,2,2,2,2,2
31259,2.0,4.0,6.0,4.0,8.0,8.0,0.0,1.0,0.0,0.0,0,0,0,2,0,0,0,0,0
31260,1.0,2.0,8.0,1.0,8.0,11.0,1.0,3.0,0.0,0.0,1,0,0,2,0,1,0,0,1
31261,9.0,7.0,5.0,6.0,20.0,15.0,4.0,2.0,0.0,0.0,2,0,2,2,2,0,2,2,2
31262,5.0,2.0,4.0,6.0,8.0,12.0,1.0,2.0,0.0,0.0,2,0,2,2,2,2,2,2,2
31263,7.0,3.0,2.0,7.0,14.0,5.0,3.0,1.0,0.0,0.0,2,0,2,2,2,2,2,2,2
31264,3.0,1.0,11.0,1.0,12.0,16.0,2.0,2.0,0.0,0.0,2,0,1,2,1,2,0,0,2
31265,6.0,1.0,2.0,4.0,10.0,9.0,0.0,2.0,0.0,0.0,2,0,2,2,2,2,2,2,2
31266,0.0,2.0,3.0,2.0,8.0,15.0,0.0,2.0,0.0,0.0,2,0,0,2,0,2,0,0,2
31267,8.0,0.0,5.0,8.0,9.0,7.0,2.0,0.0,0.0,1.0,2,0,2,2,2,2,2,2,2
31268,1.0,7.0,5.0,11.0,16.0,11.0,4.0,2.0,1.0,0.0,0,0,0,0,0,0,0,0,0
31269,5.0,3.0,3.0,5.0,14.0,7.0,2.0,1.0,0.0,0.0,1,0,2,2,2,2,2,2,1
31270,8.0,2.0,4.0,5.0,5.0,6.0,1.0,0.0,0.0,0.0,2,0,2,2,2,2,2,2,2
31271,7.0,5.0,6.0,5.0,10.0,14.0,0.0,1.0,0.0,0.0,0,0,2,2,2,2,2,2,0
31272,3.0,4.0,9.0,8.0,14.0,7.0,3.0,3.0,0.0,0.0,1,0,1,1,1,1,0,0,1
31273,3.0,6.0,8.0,3.0,9.0,8.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0
31274,6.0,3.0,5.0,1.0,12.0,13.0,3.0,3.0,0.0,0.0,2,0,2,2,2,2,2,2,2
31275,2.0,7.0,3.0,7.0,9.0,6.0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
31276,11.0,3.0,9.0,3.0,12.0,14.0,3.0,2.0,0.0,0.0,0,0,2,2,2,2,2,2,0
31277,3.0,4.0,5.0,5.0,16.0,9.0,2.0,2.0,0.0,0.0,2,0,0,0,2,0,0,2,2
31278,10.0,2.0,10.0,4.0,7.0,11.0,1.0,4.0,0.0,0.0,2,0,2,2,2,2,2,2,2
31279,6.0,4.0,2.0,3.0,17.0,10.0,1.0,3.0,0.0,0.0,2,0,2,2,2,2,2,2,2
31280,3.0,1.0,6.0,1.0,15.0,13.0,3.0,3.0,0.0,0.0,1,0,1,2,2,1,2,2,1
31281,4.0,3.0,6.0,3.0,14.0,8.0,1.0,0.0,0.0,0.0,1,0,2,2,2,2,2,2,1
